"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-"
"*06jb3*","Ted Curd","CHE","G","601","FA","CHE 1<br/>@SUN 2 F","0","0","2%","+2%"
"*06ews*","Dermot Mee","MUN","G","746","FA","MUN 3<br/>@BHA 0 F","0","0","2%","+2%"
"*06l2r*","Harry Amass","MUN","D","535","FA","MUN 3<br/>@BHA 0 F","0","0","2%","-1%"
"*06kyw*","Claudio Echeverri","MCI","M","622","FA","AVL 2<br/>@MCI 1 F","0","0","2%","-2%"
"*06r9x*","Vitor Reis","MCI","D","913","FA","AVL 2<br/>@MCI 1 F","0","0","2%","-2%"
"*06yxd*","Rhys Chadwick","LEE","M","586","FA","LEE 0<br/>@WHU 3 F","0","0","2%","+2%"
"*06crn*","Toby Collyer","MUN","M","595","FA","MUN 3<br/>@BHA 0 F","0","0","2%","-2%"
"*062ot*","Cheick Doucoure","CRY","M","617","FA","ARS 2<br/>@CRY 1 F","0","0","2%","-1%"
"*072b6*","Ryan Kavuma-McQueen","CHE","F","703","FA","CHE 1<br/>@SUN 2 F","0","0","2%","-2%"
"*06yb8*","Diego Leon","MUN","D","727","FA","MUN 3<br/>@BHA 0 F","0","0","2%","-2%"
"*0722t*","Ryan McAidoo","MCI","F","739","FA","AVL 2<br/>@MCI 1 F","0","0","2%","+2%"
"*06mnb*","Samuel Iling-Junior","AVL","F","691","FA","AVL 2<br/>@MCI 1 F","0","0","1%","-1%"
"*06329*","Manor Solomon","TOT","F","859","FA","EVE 0<br/>@TOT 1 F","0","0","1%","0%"
"*05n3v*","Konstantinos Tsimikas","LIV","D","879","FA","BRF 1<br/>@LIV 1 F","0","0","1%","-1%"
"*061z3*","Fabio Vieira","ARS","M","885","FA","ARS 2<br/>@CRY 1 F","0","0","1%","0%"
"*05wwd*","Joshua Wilson-Esbrand","MCI","D","903","FA","AVL 2<br/>@MCI 1 F","0","0","1%","0%"
"*06msb*","Malick Yalcouye","BHA","M","907","FA","MUN 3<br/>@BHA 0 F","0","0","1%","-1%"
"*05rfp*","Harvey Davies","LIV","G","606","FA","BRF 1<br/>@LIV 1 F","0","0","1%","-1%"
"*05mzt*","Illan Meslier","LEE","G","750","FA","LEE 0<br/>@WHU 3 F","0","0","1%","0%"
"*063c2*","Gabriel Slonina","CHE","G","855","FA","CHE 1<br/>@SUN 2 F","0","0","1%","0%"
"*06pry*","Kaden Braithwaite","MCI","D","570","FA","AVL 2<br/>@MCI 1 F","0","0","1%","+1%"
"*06shp*","Landon Emenalo","CHE","M","624","FA","CHE 1<br/>@SUN 2 F","0","0","1%","0%"
"*072mp*","Kaye Furo","BRF","F","638","FA","BRF 1<br/>@LIV 1 F","0","0","1%","-2%"
"*06rkq*","Kieran Morrison","LIV","M","759","FA","BRF 1<br/>@LIV 1 F","0","0","1%","0%"
"*06zc0*","Park Seung-Soo","NEW","F","793","FA","NEW 0<br/>@FUL 2 F","0","0","1%","-1%"
"*06r3w*","Remy Rees-Dottin","BOU","F","818","FA","BOU 1<br/>@NOT 1 F","0","0","1%","-1%"
"*06rrq*","Reggie Walsh","CHE","M","888","FA","CHE 1<br/>@SUN 2 F","0","0","1%","0%"
"*06v0d*","Anthony Patterson","SUN","G","794","FA","CHE 1<br/>@SUN 2 F","0","0","1%","0%"
"*05ogg*","Ajibola Alese","SUN","D","533","FA","CHE 1<br/>@SUN 2 F","0","0","1%","-1%"
"*06r5m*","Aaron Anselmino","CHE","D","538","FA","CHE 1<br/>@SUN 2 F","0","0","1%","-1%"
"*06p4l*","Julian Araujo","BOU","D","540","FA","BOU 1<br/>@NOT 1 F","0","0","1%","0%"
"*06zbo*","Louie Copley","ARS","M","596","FA","ARS 2<br/>@CRY 1 F","0","0","1%","+1%"
"*06exa*","Matheus Franca","CRY","F","637","FA","ARS 2<br/>@CRY 1 F","0","0","1%","0%"
"*06pms*","Ismeal Kabia","ARS","F","701","FA","ARS 2<br/>@CRY 1 F","0","0","1%","0%"
"*06dpv*","Omari Kellyman","CHE","M","704","FA","CHE 1<br/>@SUN 2 F","0","0","1%","-1%"
"*06nbu*","Stephen Mfuni","MCI","D","751","FA","AVL 2<br/>@MCI 1 F","0","0","1%","+1%"
"*06phr*","Gustavo Nunes","BRF","F","774","FA","BRF 1<br/>@LIV 1 F","0","0","1%","-1%"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","810","FA","ARS 2<br/>@CRY 1 F","0","0","1%","-1%"
"*06l4c*","Ethan Wheatley","MUN","F","891","FA","MUN 3<br/>@BHA 0 F","0","0","1%","-1%"
"*02ls8*","Marcus Bettinelli","MCI","G","560","FA","AVL 2<br/>@MCI 1 F","0","0","1%","-1%"
"*06uzw*","Alex Cairns","LEE","G","579","FA","LEE 0<br/>@WHU 3 F","0","0","1%","0%"
"*05n09*","Mark Gillespie","NEW","G","645","FA","NEW 0<br/>@FUL 2 F","0","0","1%","0%"
"*06h1g*","Aidan Harris","NEW","G","666","FA","NEW 0<br/>@FUL 2 F","0","0","1%","+1%"
"*06cmt*","Tom King","WOL/EVE","G","706","FA","EVE 0<br/>@TOT 1 F","0","0","1%","+1%"
"*06zbw*","Benjamin Lecomte","FUL","G","723","FA","NEW 0<br/>@FUL 2 F","0","0","1%","-1%"
"*05xtr*","Teddy Sharman-Lowe","CHE","G","846","FA","CHE 1<br/>@SUN 2 F","0","0","1%","0%"
"*04rha*","Jason Steele","BHA","G","862","FA","MUN 3<br/>@BHA 0 F","0","0","1%","0%"
"*04vy4*","Mark Travers","EVE","G","876","FA","EVE 0<br/>@TOT 1 F","0","0","1%","-1%"
"*06xzn*","Abdoullah Ba","SUN","M","548","FA","CHE 1<br/>@SUN 2 F","0","0","1%","-1%"
"*06v00*","Sam Chambers","LEE","M","587","FA","LEE 0<br/>@WHU 3 F","0","0","1%","0%"
"*075zi*","Alfie Cresswell","LEE","M","599","FA","LEE 0<br/>@WHU 3 F","0","0","1%","+1%"
"*06xzf*","Charlie Crew","LEE","M","600","FA","LEE 0<br/>@WHU 3 F","0","0","1%","+1%"
"*06v0a*","Tyler Fletcher","MUN","M","633","FA","MUN 3<br/>@BHA 0 F","0","0","1%","-1%"
"*06zbq*","Andre Harriman-Annous","ARS","F","665","FA","ARS 2<br/>@CRY 1 F","0","0","1%","+1%"
"*075kd*","Talla Ndiaye","LIV","D","769","FA","BRF 1<br/>@LIV 1 F","0","0","1%","-1%"
"*073ac*","Ceadach O'Neill","ARS","F","791","FA","ARS 2<br/>@CRY 1 F","0","0","1%","+1%"
"*061z5*","Calvin Ramsay","LIV","D","814","FA","BRF 1<br/>@LIV 1 F","0","0","1%","0%"
"*06on5*","Leo Shahar","NEW","D","845","FA","NEW 0<br/>@FUL 2 F","0","0","1%","-1%"
"*06r7f*","Julio Soler","BOU","D","858","FA","BOU 1<br/>@NOT 1 F","0","0","1%","-1%"
"*06zqi*","Joshua Stephenson","BRF","D","863","FA","BRF 1<br/>@LIV 1 F","0","0","1%","-1%"
"*06v0b*","Jim Thwaites","MUN","M","875","FA","MUN 3<br/>@BHA 0 F","0","0","1%","-1%"
"*06zrt*","Will Wright","LIV","F","906","FA","BRF 1<br/>@LIV 1 F","0","0","1%","-2%"
"*06mnd*","Eric da Silva Moreira","NOT","F","912","FA","BOU 1<br/>@NOT 1 F","0","0","1%","-1%"
"*06kwh*","Benjamin Arthur","BRF","D","542","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06v0k*","Alan Browne","SUN","M","574","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*066j4*","Mateo Joseph","LEE","F","631","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*067z4*","David Datro Fofana","CHE","F","635","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06nbw*","Jaden Heskey","MCI","F","679","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*05x12*","Leo Fuhr Hjelde","SUN","D","682","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06nva*","Mofe Jemide","CRY","D","695","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*06mgk*","Jayden Meghoma","BRF","D","747","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06on6*","Anthony Munda","NEW","M","763","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*05n03*","Kalvin Phillips","MCI","M","800","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*05afj*","Largie Ramazani","LEE","F","812","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*062op*","Omar Richards","NOT","D","819","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06zc6*","Reiss-Alexander Russell-Denny","TOT","M","831","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06r5r*","Matai Akinmboni","BOU","D","530","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*04gyd*","Brandon Austin","TOT","G","545","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06zod*","Dean Benamar","CRY","D","556","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*072zo*","Luka Bentt","BRF","M","558","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*02ltw*","Fraser Forster","TOT/BOU","G","636","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*073vo*","Finn Geragusyan","SUN","F","642","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*062du*","Darko Gyabi","LEE","M","659","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*072x9*","Tye Hall","TOT","M","660","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06qvv*","Malachi Hardy","TOT","D","664","FA","EVE 0<br/>@TOT 1 F","0","0","0%","-1%"
"*072x7*","Ife Ibrahim","ARS","M","690","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*070eo*","Jenson Jones","SUN","M","700","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06ygl*","George King","CRY","D","705","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*075sh*","Jayden Lienou","LEE","D","728","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*06do3*","James McConnell","LIV","M","740","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*033l8*","Simon Moore","SUN","G","755","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06nk0*","Tommy Setford","ARS","G","844","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*070eq*","Jack Whittaker","SUN","M","894","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06v0u*","Ahmed Abdullahi","SUN","F","520","FA","CHE 1<br/>@SUN 2 F","0","0","0%","-2%"
"*05ymb*","Tayo Adaramola","CRY","D","521","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*067y2*","Daniel Adu-Addei","BOU","F","523","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06nvc*","Asher Agbinone","CRY","M","524","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*068ys*","Naouirou Ahamada","CRY","M","526","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*07394*","Joshua Ajala","WHU","F","527","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*0649j*","Manuel Akanji","MCI","D","528","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06zc7*","Yusuf Akhamrich","TOT","F","529","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*072g3*","Sam Alabi","NEW","M","531","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*06v0v*","Milan Aleksic","SUN","F","532","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06f81*","Edson Alvarez","WHU","M","534","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*06ewp*","Samuel Amissah","FUL","D","536","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*05uh0*","Joseph Anderson","SUN","D","537","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*03vll*","Michail Antonio","WHU","F","539","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*06zc4*","Pele Arganese-McDermott","TOT","D","541","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*05ogh*","Harrison Ashby","NEW","D","543","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*06zxz*","Scott Bailey","NEW","M","549","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*072x8*","Brando Bailey-Joseph","ARS","F","550","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*05u40*","Ellery Balcombe","BRF","G","552","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*04f67*","Philip Billing","BOU","M","563","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*072c1*","Zyan Blake","NOT","F","564","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*04qr0*","Willy Boly","NOT","D","566","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06pru*","Aidan Borland","AVL","M","567","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06cm7*","Josh Bowler","NOT","M","569","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06prw*","Ben Broggio","AVL","M","572","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06zoe*","Luke Browne","CRY","D","575","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*06r7l*","Bradley Burrowes","AVL","M","577","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*05ojg*","Nelson Semedo","WOL","D","578","FA","WOL 1<br/>@BUR 1 F","0","0","0%","0%"
"*072h8*","Ben Casey","CRY","F","583","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*066iy*","Kaelan Casey","WHU","D","584","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*03v6t*","Ben Chilwell","CHE","D","588","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*05re5*","Carney Chukwuemeka","CHE","M","589","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06zbv*","Justin Clarke","EVE","M","593","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06xzh*","Antonito Cordero","NEW","F","597","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*072ga*","Malcom DaCosta","BOU","M","602","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06klv*","Jayden Danns","LIV","F","604","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06fuh*","Hannes Delcroix","BUR","D","607","FA","WOL 1<br/>@BUR 1 F","0","0","0%","-"
"*04u6i*","Leander Dendoncker","AVL","M","608","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*056as*","William Dennis","BOU","G","610","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*05yld*","Luis Diaz","LIV","F","612","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*05uog*","Lewis Dobbin","AVL","F","614","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*066t3*","Jamie Donley","TOT","F","616","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*075qp*","Mathis Eboue","CHE","M","621","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*05yf8*","Pierre Ekwah","SUN","M","623","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*061xs*","Julio Enciso","BHA","M","625","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06on4*","Julian Eyestone","BRF","G","626","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*072cf*","Keyrol Figueroa","LIV","F","632","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*05n0a*","Wes Foderingham","WHU","G","634","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*06jgt*","Joe Gauci","AVL","G","640","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*05uh9*","Bryan Gil","TOT","F","643","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*066si*","Alfie Gilchrist","CHE","D","644","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06441*","Martial Godo","FUL","F","646","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*06zcc*","Airidas Golambeckis","WHU","D","647","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*06fwo*","Enso Gonzalez","WOL","F","648","FA","WOL 1<br/>@BUR 1 F","0","0","0%","0%"
"*05uhl*","Kaide Gordon","LIV","F","650","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*072iu*","Braiden Graham","EVE","F","652","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*072ht*","Charlie Gray","MCI","M","653","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06v03*","Harry Gray","LEE","F","654","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*0435t*","Ilkay Gundogan","MCI","M","657","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06exj*","Luca Gunter","TOT","G","658","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06lvm*","Tyrese Hall","TOT","M","661","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*063dz*","Luke Harris","FUL","M","667","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*06ids*","Adam Harrison","NEW","G","668","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*06nv5*","Alfie Harrison","NEW","M","669","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*06kji*","Ollie Harrison","CHE","M","670","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06zvn*","George Hemmings","AVL","M","676","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06nlc*","Reigan Heskey","MCI","F","680","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*03jly*","Andreas Pereira","FUL","M","684","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*06exb*","Rasmus Hojlund","MUN","F","685","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*0730i*","Charlie Holland","CHE","M","687","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*072gz*","Ronnie Hollingshead","AVL","G","688","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*05r2t*","Niall Huggins","SUN","F","689","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06zca*","Oliver Irow","TOT","F","693","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06prv*","Jamaldeen Jimoh","AVL","M","696","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06v0q*","Harrison Jones","SUN","M","698","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*070ep*","Jaydon Jones","SUN","M","699","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*062cl*","Issa Kabore","MCI","D","702","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*068sd*","Jakub Kiwior","ARS","D","707","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*06ils*","Yunus Konak","BRF","M","710","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*073aa*","Mohamed Kone","AVL","M","712","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06roh*","Sekou Kone","MUN","M","713","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06nvb*","Caleb Kporha","CRY","D","714","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*06qx6*","Godwill Kukonki","MUN","D","715","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06mgn*","Rio Kyerematen","TOT","M","717","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*072pu*","Keiber Lamadrid","WHU","M","720","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*05a6d*","Tariq Lamptey","BHA","D","721","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06zc9*","Ellis Lehane","TOT","F","724","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06zrq*","Wellity Lucky","LIV","D","729","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*04tsf*","Paris Maghoma","BRF","M","731","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06yxc*","Rory Mahady","LEE","G","732","FA","LEE 0<br/>@WHU 3 F","0","0","0%","-"
"*072x6*","Christos Mandas","BOU","G","733","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*05y6a*","Filip Marschall","AVL","G","735","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06do1*","Zach Marsh","CRY","F","736","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*05ubh*","Remi Matthews","CRY","G","738","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*05rbn*","Thomas McGill","BHA","G","741","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06jgu*","Callan McKenna","BOU","G","742","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*073q9*","Kian McMahon-Brown","BUR","F","743","FA","WOL 1<br/>@BUR 1 F","0","0","0%","0%"
"*06mwx*","Conor McManus","BRF","M","744","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06jfh*","Max Merrick","CHE","G","749","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*05vyh*","Andy Moran","BHA","M","757","FA","MUN 3<br/>@BHA 0 F","0","0","0%","-"
"*0687b*","Alex Moreno","AVL","D","758","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*05uhk*","Tyler Morton","LIV","M","760","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*063e3*","Neto","BOU","G","765","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06rqa*","William Murdock","MUN","G","766","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06rrr*","Hindolo Mustapha","CRY","M","767","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*06kud*","Amara Nallo","LIV","D","768","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06nk3*","Josh Nichols","ARS","D","770","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*06cm0*","Christopher Nkunku","CHE","F","771","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06v0e*","Blondy Nna Noukeu","SUN","G","772","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*072p2*","Kian Noble","MCI","D","773","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*061x2*","Darwin Nunez","LIV","F","775","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06ys4*","Sverre Nypan","MCI","M","776","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06roj*","Chido Obi-Martin","MUN","F","779","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06v0w*","Trey Ogunsuyi","SUN","F","780","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*072lp*","Malik Olayiwola","EVE","M","783","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06qq8*","Callum Olusesi","TOT","M","784","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06dps*","Andre Onana","MUN","G","785","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*05r93*","Tyler Onyango","EVE","M","786","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*066iz*","Lewis Orford","WHU","M","787","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*072at*","Nehemiah Oriola","BHA","F","788","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*062ow*","David Ozoh","CRY","M","790","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*04mqv*","Emerson","WHU","D","792","FA","LEE 0<br/>@WHU 3 F","0","0","0%","0%"
"*06awp*","Travis Patterson","AVL","D","795","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06xzk*","Timothee Pembele","SUN","D","798","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06ppi*","Jack Porter","ARS","G","805","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*04ym3*","Ian Poveda-Ocampo","SUN","F","807","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*06v04*","Armin Pecsi","LIV","G","809","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*06few*","Youssef Chermiti","EVE","F","811","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*073y1*","Khari Ranson","ARS","G","816","FA","ARS 2<br/>@CRY 1 F","0","0","0%","0%"
"*06nve*","Luke Rawlings","WOL","M","817","FA","WOL 1<br/>@BUR 1 F","0","0","0%","0%"
"*072cb*","Seth Ridgeon","FUL","M","820","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*04azm*","Connor Roberts","BUR","D","821","FA","WOL 1<br/>@BUR 1 F","0","0","0%","0%"
"*05tr5*","Mads Roerslev","BRF","D","824","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*02m3v*","John Ruddy","NEW","G","830","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*072p3*","Tyrone Samba","MCI","F","837","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*05ue3*","Albert Sambi Lokonga","ARS","M","838","FA","ARS 2<br/>@CRY 1 F","0","0","0%","-"
"*04fk5*","Ederson","MCI","G","840","FA","AVL 2<br/>@MCI 1 F","0","0","0%","0%"
"*06po8*","Martin Sherif","EVE","F","847","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*073b0*","Ollie Shield","BRF","D","848","FA","BRF 1<br/>@LIV 1 F","0","0","0%","0%"
"*07659*","Lamin Sillah","NOT","D","849","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06xzp*","Luis Semedo","SUN","F","850","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*062cj*","Abdallah Sima","BHA","F","851","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06s7r*","Freddie Simmonds","BHA","D","852","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*062h9*","Luis Sinisterra","BOU","F","854","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*03v9d*","Son Heung-Min","TOT","F","860","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*02lkp*","Raheem Sterling","CHE","F","865","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
"*072p7*","Charlie Stevens","BOU","M","866","FA","BOU 1<br/>@NOT 1 F","0","0","0%","0%"
"*06ya6*","Kota Takai","TOT","D","868","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06rwp*","Charlie Tasker","BHA","D","870","FA","MUN 3<br/>@BHA 0 F","0","0","0%","0%"
"*06zbu*","Aled Thomas","EVE","D","871","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06zeg*","Max Thompson","NEW","G","873","FA","NEW 0<br/>@FUL 2 F","0","0","0%","0%"
"*06zc8*","Tynan Thompson","TOT","F","874","FA","EVE 0<br/>@TOT 1 F","0","0","0%","0%"
"*06xzl*","Nectarios Triantis","SUN","D","878","FA","CHE 1<br/>@SUN 2 F","0","0","0%","0%"
